Author,title,source,video
蘇｜用戶流 ✕ 商業流,6 UX examples Airbnb got just right!,"6 UX examples Airbnb got just right! | by Yash Agarwal | Oct, 2024 | Medium",https://youtu.be/WqnB1AwpQNo
Aivy | 商業流x數據流,The UX of Invisible AI: What Autonomous Agents Show Us About the Future of Interaction,https://medium.com/@jaybellew/the-ux-of-invisible-ai-what-autonomous-agents-show-us-about-the-future-of-interaction-01e395ceb877,https://youtu.be/XVx4z9LZnkU?si=CXR8NnJIXkGi10bi
Alice-c｜用戶流x數據流,Simplifying commuter experience for Mumbai’s local and metro trains — a product design case study,https://medium.com/design-bootcamp/simplifying-commuter-experience-for-mumbais-local-and-metro-trains-a-product-design-case-study-c0db6d6b29ad,https://youtu.be/s6ukybGhDn0
Ammmy | 用戶流×數據流,Creating a dynamic itinerary planner for Mandai Zoo Singapore,https://medium.com/@nicktanks88/creating-a-dynamic-itinerary-planner-for-mandai-zoo-singapore-10dd0a7310ca,https://youtu.be/M1fvXdWjgY4
Angie｜用戶流 x 商業流,How to reduce switching costs: a case study of Gmail’s competitor — Proton Mail,https://medium.com/design-bootcamp/how-to-reduce-customer-switching-costs-a-case-study-of-gmails-competitor-proton-mail-980e9a975975,
Anmiya | 用戶流 x 商業流,Design Principles at Jupiter,https://life.jupiter.money/design-principles-at-jupiter-f783457c976d,https://youtu.be/jImAEWQeagY
AnnieLu｜用戶流x商業流,Case Study: Ui/Ux Of A Successful E-Commerce Site,https://ericbieller.com/case-study-ui-ux-of-a-successful-e-commerce-site/,https://www.youtube.com/watch?v=_cf0ifkBjaU
AnnieYeh|商業流,有關介面設計的那些UX事 - 選課系統篇(流程簡化),https://bunnyplaygg.medium.com/%E7%94%A8%E4%B8%8D%E5%90%8C%E8%A7%92%E5%BA%A6%E4%BE%86%E7%9C%8B%E9%82%A3%E4%BA%9Bux%E4%BA%8B-%E9%81%B8%E8%AA%B2%E7%B3%BB%E7%B5%B1%E7%AF%87-%E5%89%8D%E8%A8%80-819fc6242c74,https://youtu.be/ovXbEUCMlYM
AppleBluecat|用戶流x數據流,When a cheap deal ends up costing double: UX lessons from the Ryanair app,https://uxdesign.cc/when-a-cheap-deal-ends-up-costing-double-ux-lessons-from-the-ryanair-app-fbf495dbb2c2,
Ariel Yoyo |用戶流x數據流,Unlocking User Satisfaction: The Critical Role of Personalization in Recommender Systems,https://medium.com/@rghuman/unlocking-user-satisfaction-the-critical-role-of-personalization-in-recommender-systems-bf03f8c7834d,
Aroma｜用戶流 x 商業流,Cinefy: A Seat Reservation App for a movie theatre — Case Study,https://medium.com/@adritaroy_ux/cinefy-a-seat-reservation-app-for-a-movie-theatre-case-study-260f90d77094,
asha ｜用戶流 ,Redesigning Spotify!,https://medium.com/design-bootcamp/redesigning-spotify-a0de11c6fba,https://youtu.be/9pMCG2V9w9o
Aston｜用戶流,Cattunity: The Ultimate Pet Care App,https://medium.com/@alzahraniroaa11/cattunity-the-ultimate-pet-care-app-a53c3e90e96d,https://youtu.be/JBC5wuMGH18
Aura | 用戶流,UX Case Study: A Walk with Dinosaurs — An AR Museum Experience,https://medium.com/@yutigandhi765/ux-case-study-a-walk-with-dinosaurs-an-ar-museum-experience-527c66b4e17f,https://youtu.be/q71LHUrRdOs
Beauty | 用戶流 x 商業流,Kids eLearning App | EdTech Mobile app UI UX Design,https://www.behance.net/gallery/160769627/Schoolie-AR-The-Smart-AR-Learning-App?tracking_source=for_you_logged_in_feed_published,https://youtu.be/m9ZWjOPWlLw
Becky｜商業流 X 數據流,Importance of Sticky header in e-commerce,https://ashsharifi.medium.com/importance-of-sticky-header-in-e-commerce-7663923ac0ae,
Bill Fu | 三刀流,55688速來支持！計程車品牌老大哥的創新出發,https://studiopros.medium.com/55688-%E9%80%9F%E4%BE%86%E6%94%AF%E6%8F%B4-%E8%A8%88%E7%A8%8B%E8%BB%8A%E5%93%81%E7%89%8C%E8%80%81%E5%A4%A7%E5%93%A5%E7%9A%84%E5%89%B5%E6%96%B0%E5%87%BA%E7%99%BC-fe36b14906ea,
BlueCat｜用戶流,Design Principles for Generative AI Applications,https://medium.com/design-ibm/design-principles-for-generative-ai-applications-791d00529d6f,
Bluemoon｜用戶流,UX Case Study: Improving Consulting Services for a Shoes Care Brand,https://medium.com/@rifqiwanabi/ux-case-study-improving-consulting-services-for-a-shoes-care-brand-378a7d6b4b8d,https://youtu.be/jtp6yIokdfs
Booooo | 用戶流,王國之淚發售前的挑戰！薩爾達傳說曠野之息料理系統UX Redesign,https://medium.com/that-game-designer/%E7%8E%8B%E5%9C%8B%E4%B9%8B%E6%B7%9A%E7%99%BC%E5%94%AE%E5%89%8D%E7%9A%84%E6%8C%91%E6%88%B0-%E8%96%A9%E7%88%BE%E9%81%94%E5%82%B3%E8%AA%AA%E6%9B%A0%E9%87%8E%E4%B9%8B%E6%81%AF%E6%96%99%E7%90%86%E7%B3%BB%E7%B5%B1ux-redesign-64a5cff0fddb,https://youtu.be/0GZCo0ln2Gs
BY,SpeakSpark language learning app [UI UX case study],https://www.behance.net/gallery/212506167/SpeakSpark-language-learning-app-UI-UX-case-study?tracking_source=search_projects_published_date|ux+case+study&l=4,
Canbo | 用戶流 X 商業流,UX Case study of Mediminder — Never miss your pill again,https://medium.com/@amitgiribiki/mediminder-never-miss-your-pill-again-a1912ee0ba06,https://youtu.be/vawtJSblvm0
Casai | 用戶流 X 數據流,"AMTRAK, App Redesign — UXUI Case Study, User Journey Map",https://medium.com/@dawoon.crystal/amtrak-app-redesign-uxui-case-study-6b5520bdbc6a,https://youtu.be/m5k2amC3eEY
Catherine | 用戶流 X 商業流,A-Wa Gojūon App,https://www.enyayang.com/en/awa-app,https://youtu.be/vs9ga_2tINU
cclaire | 用戶流+商業流,How To Improve UX In Legacy Systems,https://www.linkedin.com/pulse/how-improve-ux-legacy-systems-vitaly-friedman-wux5e/,
CCYA | 商業流 x數據流,Reduced time taken by developers in discovering new content and finding team resources(POSTMAN),https://www.yashshenai.com/postman-search,https://youtu.be/UkI_UvX2Mzw
Cherie ｜用戶流 x 商業流,UX Case Study — Shopee Redesign,https://dellaclarissa.medium.com/ux-case-study-shopee-redesign-part-1-3-fcea66fb9b49,https://youtu.be/HmJnRXNd9eU
Cheryl H. | 用戶流 x 商業流,Mental Models: Key to Inclusive Transit Apps,https://medium.com/ux-planet/mental-models-key-to-inclusive-transit-apps-c48857649b29,https://youtu.be/dConSfJjaDY?si=JGujlQ-hNTZUSSsO
Chi Huang ｜商業流 x 用戶流,“Rumbo 健身” APP開發經驗,https://kkia.medium.com/rumbo-%E5%81%A5%E8%BA%AB-app%E9%96%8B%E7%99%BC%E7%B6%93%E9%A9%97%E5%88%86%E4%BA%AB-56c787127d28,https://www.youtube.com/watch?v=6S-5jR6bvfM
Chi| 用戶流x商業流,How I helped small scale farmers on improving their digital literacy and yields,https://medium.com/design-bootcamp/how-i-helped-105-millions-of-small-scale-farmers-on-improving-their-digit-de8d461d50ea,https://www.youtube.com/watch?v=XQHPHGXIEA8
chieh_ | 用戶流 x 數據流,Improving the Recruiter and Applicant Experience on LinkedIn: A Case Study,Improving the Recruiter and Applicant Experience on LinkedIn: A Case Study,
chou Chun | 數據流 商業流,Case Study — Language Learning App,https://medium.com/ux-planet/the-ux-design-case-study-that-got-me-hired-c85522cab4ae,
chuchi | 數據流 x 用戶流,玩的好·会思考 UX/UI Design,https://www.zcool.com.cn/work/ZNjc2NDAxMDA=.html,https://youtu.be/l9JWzuB10qk
chuchu商業流/用戶流,A Dating App: a UX/ UI Case Study,https://medium.com/@christopherpeterson/case-study-a-dating-app-e5649d247131,https://www.canva.com/design/DAGaqG_gJNI/gjq7xyuFDlKg2hDq3UJe4Q/view?utm_content=DAGaqG_gJNI&utm_campaign=designshare&utm_medium=link&utm_source=recording_view
cici | 三刀流,Android Private space,https://www.dousanmiao.com/private-space,https://youtu.be/kSdGQAGQrl0
Cindy C | 用戶流 x 商業流,Pinterest UI/UX Case Study,https://www.behance.net/gallery/108412481/Pinterest-UIUX-Case-Study?tracking_source=search_projects%7Credesign+case+study,期中報告
Clare｜用戶流x商業流,UI/UX Case Study: A POS Restaurant App for Efficient Order Management,https://medium.com/@aziemelasari/ui-ux-case-study-a-pos-restaurant-app-for-efficient-order-management-2044b5151926,https://youtu.be/SsapwXx-mDU
Coca_Lin| 用戶流 x 商業流,UI/UX Case Study: TasteTrack (A food recipe app),https://medium.com/@rachitarayalu2000/ui-ux-case-study-tastetrack-a-food-recipe-app-53e2bbf8de4f,https://youtu.be/hzk5wt8TEZs?si=Ui7h4pkQ76dPjHXF
Coffee ｜商業流x數據流,UX/UI Case Study — Improving Eva air’s Online Flight Booking Experience,https://medium.com/@yunshengho/ux-ui-case-study-improving-eva-airs-online-flight-booking-experience-part-i-b4071475a4b5,
Coral｜用戶流 x 商業流,Case study: Revamping the bus ticket booking experience; leading to 17% increase in CR,https://medium.com/design-bootcamp/revamping-the-bus-ticket-booking-experience-for-redbus-indonesia-leading-to-17-increase-in-cr-68d1586734c4,
DDDD | 用戶流 x 商業流,Introducing Z-Shorts: Zomato’s Fresh Approach to Transform Food Discovery,https://medium.com/design-bootcamp/introducing-z-shorts-zomatos-fresh-approach-to-transform-food-discovery-133c4f128895,https://youtu.be/lL8OHfxnbPE
Debby | 數據流 X 商業流,How Airbnb Became a Leader in UX Design,https://blog.prototypr.io/how-airbnb-became-a-leader-in-ux-design-7d8ab8ad803e,
Deron | 用戶流 x 數據流,Emirates NBD Case Study: Driving ROI with Strategic UX in Middle East Banking,https://theuxda.com/blog/emirates-nbd-case-study-driving-roi-with-strategic-ux-in-middle-east-banking,
Donna | 用戶流 x 商業流,Design for Learning Apps — UX Research and Case Study on Duolingo,https://t-i-show.medium.com/design-for-learning-apps-ux-research-and-case-study-on-duolingo-1800d33744c9,
Dooora | 用戶流 x 商業流,UX Case Study: Bookstore Responsive Website Redesign,https://uxdesign.cc/ux-case-study-bookstore-responsive-website-redesign-195d15fe83c1,https://youtu.be/JoG8W2-WgfM
Doris | 用戶流x商業流,UI/UX Case Study: Banking Super App Design to Modernize Mauritius,https://uxplanet.org/ui-ux-case-study-banking-super-app-design-to-modernize-mauritius-d08f47c392b,
EE | UX.三刀流,Case study UX/UI — Tokyo Subway Navigation App Redesign,https://medium.com/@maria.dabek92/case-study-ux-ui-tokyo-subway-navigation-app-redesign-ae77a234e39e,
ER | 用戶流,Case Study: Designing a Tailored Investment UX for Opposite Users,https://uxplanet.org/designing-a-tailored-investment-ux-for-opposite-users-58379bf805dd,https://youtu.be/TA6SeHRc87A
ErinHuang | 商業流 x 數據流,"Case study : Treat your mental health, Clarymind APP",,
Esther | 商業流x數據流,Case study — Athani Artisans Footwear App,https://medium.com/@santoshsonnad01/case-study-athani-artisans-footwear-app-bf0affd52013,
Evelyn Huang | 用戶流x數據流,Mindfree: A UX/UI Case Study on Mental Health,https://medium.com/@syedjawada/mindfree-a-ux-ui-case-study-on-mental-health-5680e43fba38,https://youtu.be/vUEYnBVEiBI
Evon | 用戶流,UI/UX Case Study: Designing the Telemedicine App “QuickMedi”,https://medium.com/@shipratrivedi1998/quickmedi-ui-ux-case-study-7e31767d212b,https://youtu.be/335zJth47LA
Fen Kao｜用戶流 × 商業流,預約藏壽司怎麼那麼煩！E 排客 App Redesign,https://medium.com/jaba-chia/%E9%A0%90%E7%B4%84%E8%97%8F%E5%A3%BD%E5%8F%B8%E6%80%8E%E9%BA%BC%E9%82%A3%E9%BA%BC%E7%85%A9-e-%E6%8E%92%E5%AE%A2-app-redesign-484792ec7605,
Gigi |  用戶流 x 商業流,Splitting Expenses Made Easy with FunSplit — A UI UX Case Study,https://medium.com/@khushigupta250102/splitting-expenses-made-easy-with-funsplit-a-ui-ux-case-study-84b76c98d631,https://youtu.be/XTZc5m8FIa0?si=mnSmZqFIUOoKUPSE
Grace YH | 用戶流 x 數據流,Riding the UX Wave: A Bike-Sharing App Makeover Story,https://medium.com/@abhishek.18.ap/riding-the-ux-wave-a-bike-sharing-app-makeover-story-615f701de460,https://youtu.be/LRJUyaTynsg
Griffin,Being a paid military soldier— a UX Case Study,https://medium.com/ux-planet/being-a-paid-military-soldier-a-ux-case-study-74ffd98ba0b6,https://youtu.be/TmW5JF55ENQ
Han | 用戶流x商業流,我們獲勝了！把 Side Project 做出亮點的「笨方法」,https://medium.com/as-a-product-designer/%E6%88%91%E5%80%91%E7%8D%B2%E5%8B%9D%E4%BA%86-%E6%8A%8A-side-project-%E5%81%9A%E5%87%BA%E4%BA%AE%E9%BB%9E%E7%9A%84-%E7%AC%A8%E6%96%B9%E6%B3%95-b68420a52dec, 
Harp｜用戶流 × 數據流,"Enhancing Dropbox with New Features and Improvements, A UI/UX Case study",https://medium.com/@hello.akshaykumartp/enhancing-dropbox-with-new-features-and-improvements-67d9237172ed,
Hazel |用戶流 x 商業流,From Confusion to Clarity: Redesigning the Anima Patient App for seamless user experience,https://medium.com/design-bootcamp/from-confusion-to-clarity-redesgning-the-anima-patient-app-for-seamless-user-experience-53ce99f79a0b,https://youtu.be/wHUJl2ed5cQ?si=NcKS4xFSifVraTuM
Hazel$$ | 數據流 x 用戶流 ,UIUX Case Study — How We Help Indonesian People Get Digital Health Consultation With AlteaCare (Chat Consultation),https://medium.com/@syarifahmed/uiux-case-study-alteacare-help-people-consultation-with-doctor-via-chat-e4e78681baf1,https://youtu.be/ghfsR0sXv_k
Hei,Houzz: A UX Case Study,https://marvelapp.com/blog/houzz-ux-case-study/,https://youtu.be/oXwbDcgKYRE
HF｜用戶流 ,Netflix UX Research Case study,https://www.behance.net/gallery/201510529/Netflix-UX-Research-Case-study?tracking_source=search_projects_appreciations|UX+Redesign&l=27,
HH. | 用戶流,Case Study UX: Amazon Prime Music Redesign Sleep Timer Flow,https://medium.com/@pavanuiux/case-study-ux-amazon-prime-music-redesign-sleep-timer-flow-6f04cd3187d1,https://www.youtube.com/watch?v=0Ru3OVxMeLw&ab_channel=H
hsuan,Automating Gym Rent Reminders via WhatsApp: A Case Study,https://medium.com/@faisalabdurahimantk/automating-gym-rent-reminders-via-whatsapp-a-case-study-bc14e0d04164,https://youtu.be/v9YI-brUoio?si=YG9-C4sQ2YRZl83T
Hsuan｜用戶流x數據流,Menstrual Education App — The Grand Book: UX/UI Case study,https://medium.com/@gingertsilva/menstrual-education-app-the-grand-book-ux-ui-case-study-daad9a649930,
"Hua, Doris | 用戶流 x 數據流",Case Study: Redesigning Jonkers’ Website,https://medium.com/@KatherineCory/case-study-redesigning-jonkers-website-90126e90c1d3,https://youtu.be/EgflARhXPqo
Ina | 用戶流 x 商業流,Eatcue App:Happy decisions for your wallet and food(2023),https://www.cofolios.com/casestudy/eatcue-app,NN | 用戶流X商業流
Ines｜用戶流,"Case Study: Product Design is overtaking UX, and it’s because we’re in a weak economy",https://reurl.cc/bYpdAd,
Irene | 用戶流 x 商業流,Case Study: A UX Strategy to Improve Recruitment Usability,https://medium.com/design-bootcamp/case-study-a-ux-strategy-to-improve-recruitment-usability-5859d40e90fa,https://youtu.be/oT0dZQ0KPmg
Iris | 商業流x數據流,A UI/UX Case Study on Redesign of the Foodpanda App,https://medium.com/@dlty2012/a-ui-ux-case-study-on-redesign-of-the-foodpanda-app-73008331d771,https://youtube.com/live/ljJcJRjxgcQ
J  |  用戶流 x 商業流,UX CASE STUDY- A JOB SEARCH PLATFORM,https://medium.com/@tinaonamusi/ux-case-study-a-job-search-platform-15de97323f7e,https://youtu.be/ppAt6q4gnfU
Jamie |用戶流 x 商業流,PetPawket — All pet services in your pocket ,https://medium.com/@saumyasdesigns/petpawket-all-pet-services-in-your-pocket-part-1-1f68d10b7334,https://youtu.be/2qMXJP7ZW-4
Jan | 數據流X用戶流,Alterstay’s Website Redesign— UI/UX Case Project,https://medium.com/@sitilizaa/redesign-alterstays-website-ui-ux-case-study-a5e1da2828cb,https://youtu.be/LuFXowUIa_4
JaneLan | 用戶流 x 數據流,Case Study: Hardback _My First UI/UX Story,https://riyamukund.medium.com/hardback-my-first-ui-ux-story-494928b260c5,https://youtu.be/xCp9pkywFTs
Jason Lin｜用戶流 x 商業流,Designing a Seamless In-Theater Food Ordering Experience for Moviegoers,https://medium.com/@chandansharma987193/designing-a-seamless-in-theater-food-ordering-experience-for-moviegoers-056ae387f336,https://youtu.be/WJ-QBT0ciD8
Jeffrey Wang | 用戶流 商業流,案例分享-Duolingo 如何重振用戶增長,https://medium.com/systex/%E6%A1%88%E4%BE%8B%E5%88%86%E4%BA%AB-%E5%A4%9A%E9%84%B0%E5%9C%8B%E5%A6%82%E4%BD%95%E9%87%8D%E6%8C%AF%E7%94%A8%E6%88%B6%E5%A2%9E%E9%95%B7-16c36da5672c,https://youtu.be/wdwMIPe_Gjs
Jenna ｜ 用戶流x商業流,Enhancing User Experience: A Redesign Case Study of Instagram,https://medium.com/@amen.cycle/enhancing-user-experience-a-redesign-case-study-of-instagram-9d92ef342d15,https://www.youtube.com/watch?v=R6gAPB1hGSc
JennaLi | 用戶流 x 商業流,Booking.com — UX Case Study,https://medium.muz.li/booking-com-ux-case-study-7ffb39e54791,
Jenny | 用戶流 x 商業流,Case study: Chrome Bookmark Organizing AI update,https://medium.com/@nandhiniselvaraj037/a-deep-dive-into-ai-powered-solutions-for-organizing-your-cluttered-bookmarks-streamlining-2dec1b703ecc,
jessica@tep|用戶流x數據流,"Case Study: Remeder, A responsive web app, created to help users take their medicines on time.",https://medium.com/@justimaad/case-study-remeder-a0e6c14e5e82,https://youtu.be/6_37Pa_ee3w
Jiaru｜用戶流,Behind the Design: Rethinking support messaging in the Lyft app,https://design.lyft.com/behind-the-design-rethinking-support-messaging-in-the-lyft-app-5c8fa3e7bc8b,
Jing HL｜用戶流,Designing an app to book sleeping pods at Airports in India: UI/UX case study,https://medium.com/design-bootcamp/designing-an-app-to-book-sleeping-pods-at-airports-in-india-ui-ux-case-study-b53de457c718,https://youtu.be/I9P5x0zDjLs
Jintin | 用戶流 x 商業流,Google’s AI design principles in 2024: user-centric AI experiences,https://medium.com/design-bootcamp/googles-ai-design-principles-in-2024-user-centric-ai-experiences-f0d330e89efb,https://youtu.be/T3w7lWUNWN4
JN | 用戶流X商業流,Optimizing Ticketing with Red Rail: A UX design Case Study,https://medium.com/design-bootcamp/optimizing-ticketing-with-red-rail-a-ux-design-case-study-8503d0e20e5e,https://youtu.be/GIFUL71VNvk
Jonet | 數據流,"Lose Weight, Stay Healthy: Lose It App Redesign UI/UX Case Study",https://medium.com/@shubhamghunawat/lose-weight-stay-healthy-lose-it-app-redesign-ui-ux-case-study-41573eba4965,https://www.youtube.com/watch?v=voxW3gPJgf4
Josef | 用戶流 x 數據流,UI/UX Case Study: Redesign Maxim Apps,https://medium.com/@audinuria12/ui-ux-case-study-redesign-maxim-apps-7d0e97dd6872,https://youtu.be/SNpkv-Rz2us
Joycee,“Rumbo 健身” APP開發經驗分享,https://kkia.medium.com/rumbo-健身-app開發經驗分享-56c787127d28,https://youtu.be/DGVBdmWYrxQ
JROO｜用戶流,BeReal Research,https://www.behance.net/gallery/196551799/BeReal-UXUI-Research?tracking_source=search_projects|bereal+study&l=16,
JT | 用戶流X商業流,Here’s How You Can Prevent Food Wastage with FoodGaurd — A Product Design Case Study,https://medium.com/@cshandilya72/heres-how-you-can-prevent-food-wastage-with-foodguard-a-product-design-case-study-a1dbe541a8fb,https://youtu.be/v4U-ZJjMfyw
K｜三刀流,UI/UX Case Study: Matahari App Redesign,https://medium.com/@ryanrisbaya/ui-ux-case-study-matahari-app-redesign-7617e5c9bac1,https://www.youtube.com/watch?v=JoW9d08Xqn4
Karen | 三刀流 x 用戶流,MyPower App — UI/UX Redesign Case Study,https://medium.com/@mugoweru/mypower-app-ui-ux-redesign-case-study-d31f558bba0d,https://youtu.be/_hfVn5RpHLI
Kay. | 用戶流,Case study: Instagram app redesign,https://medium.com/design-bootcamp/instagram-app-redesign-case-study-58465cf7a1b3,
KC i 用戶流 x 數據流,UX Case Study:Oblilet APP,,
雯雯| 用戶流 x 商業流,影城官網功能介面優化 UI&UX Redesign,https://www.behance.net/gallery/215677267/-UI-UX-Redesign,https://youtu.be/ilySRUwMns4
Kenny | 用戶流 x 數據流,How to avoid designing for current users at the expense of future ones,https://uxdesign.cc/how-to-avoid-designing-for-current-users-at-the-expense-of-future-ones-dd226322a074,https://youtu.be/ho6gueUAQHw
Kimmy｜用戶流,Designing for the Unseen: How Micro-Interactions Shape User Experience,https://medium.com/@gigiblack92/designing-for-the-unseen-how-micro-interactions-shape-user-experience-7654af49df93,https://youtu.be/KYymXS3-T9o
Krystal ｜用戶流 x 商業流,UI/UX Redesign Case Study - 愛買 a.mart App,https://www.behance.net/gallery/209959823/UIUX-Redesign-Case-Study-amart-App,https://www.youtube.com/watch?v=73q2ORPCGD0&t=16s
Lala | 用戶流 x 商業流,[ENGLISH] — UI/UX Study Case: Redesign & Improving Watching Experience on Disney+,https://medium.com/@VetrickWilsen/english-ui-ux-study-case-redesign-improving-watching-experience-on-disney-f1852828e0ae,https://youtu.be/o3jP8pSDzvA
Lara,"How to overcome blank page syndrome, a luxury designers can’t afford",https://uxdesign.cc/how-to-overcome-blank-page-syndrome-a-luxury-designers-cant-afford-eeb74a2c9c13,
Laura.H | 用戶流X商業流,Design for Spatial User Interfaces — Apple Vision Pro,https://medium.com/@keerthan630/design-for-spatial-user-interfaces-apple-vision-pro-4ea154ac1f39,https://youtu.be/HZJXqjfNJBo
Lawrence Lu ｜用戶流×商業流,16 little UI design tips that make a big impact,https://uxplanet.org/16-ui-design-tips-ba2e7524d203,https://www.youtube.com/watch?v=nQUmUlLMXr4
lemon|用戶流x商業流,Smart Eat UX/UI Case Study,https://karthikkarki.medium.com/smart-eat-ux-ui-case-study-5d0fdb91a82a,https://youtu.be/J-27Eunw3sA
Leonana | 用戶流X數據流,"UI/UX Case study: Unlocking mental wellness: Zenly’s journey of seamless journaling and crisis support.",https://medium.com/design-bootcamp/ui-ux-case-study-unlocking-mental-wellness-zenlys-journey-of-seamless-journaling-and-crisis-a65b60040059,
Li Li | 用戶流 x 商業流,Netflix App — UI/UX Case Study,https://medium.com/@barunasp_/netflix-app-ui-ux-case-study-create-review-and-rating-feature-with-community-6bb4c571cac0,
liaowen用戶流x數據流,Case study : Grocery shopping app adapted to the old persons,https://medium.com/@prskalo.karlo/case-study-grocery-shopping-app-adapted-to-the-old-persons-28bd9afa9bc2,https://youtu.be/evWrFw-kC6U
Lichieh l 用戶流x數據流, UIUX / APP REDESIGN MCDONALD'S 麥當勞應用程式重新設計, https://www.behance.net/gallery/87753755/UIUX-APP-REDESIGN-MCDONALDS-,https://www.youtube.com/watch?v=ukgqcNRwaYw
Lil| 商業流 x 數據流,UX/UI Case Study — Improving Ryanair’s Online Flight Booking Experience,https://medium.com/@evamarti/ux-ui-case-study-improving-ryanairs-online-flight-booking-experience-85d8f2a6f2fa,
Lilymay | 用戶流 x 商業流,Cafe App — UI/UX Case Study,https://medium.com/@santoshsonnad01/cafe-app-ui-ux-case-study-57f6f476e561,https://youtu.be/FOQse9cj6CQ
LilyWang | 用戶流 x 數據流,Designing for Degens: A UX Cheat Sheet for Crypto,https://medium.com/@raphaela.schiefersteiner/designing-for-degens-a-ux-cheat-sheet-459eebbcd424,
Lin |用戶流x數據流,UX Case Study: Meal Planner App,https://medium.com/@teenatomy/ux-case-study-meal-planner-app-b0aec02f274f,
Linda|用戶流,UI/UX Case Study —ReDesign Goodreads app,https://medium.com/@moh4deseh/ui-ux-case-study-goodreads-redesign-2807c9c7caae,
Lucine,Design notes on the 2023 Wikipedia redesign,https://uxdesign.cc/design-notes-on-the-2023-wikipedia-redesign-d6573b9af28d,
Lucis | 用戶流/商業流,GT Bank App Case Study,https://medium.com/@olafioyeseyifunmi/gt-bank-app-case-study-cbf17d43ec41,https://youtu.be/_G_FVjzzBpI?si=TrTzZlzZi_oxcOlC
Lulu | 用戶流,微笑單車只見苦笑？YouBike App Redesign,https://medium.com/as-a-product-designer/%E5%BE%AE%E7%AC%91%E5%96%AE%E8%BB%8A%E5%8F%AA%E8%A6%8B%E8%8B%A6%E7%AC%91-youbike-app-redesign-b05c7f2f9765,
Lydia He｜商業流x數據流,UX Case Study: The case study that landed me my first job.,https://medium.com/@thenikhildeshpande/ux-case-study-the-case-study-that-landed-me-my-first-job-5fe19e589a1d,https://youtu.be/DhIGCXa_KlQ
Makusu｜數據流,"Redesigning the Subway App for a Better User Experience (1)
Redesigning the Subway App for a Better User Experience (2)","https://medium.com/@dawoon.crystal/redesigning-the-subway-app-for-a-better-user-experience-1-cdc09e93bb2f
https://medium.com/@dawoon.crystal/redesigning-the-subway-app-for-a-better-user-experience-2-1046f6a2827d",
Manali | 商業流,UX Mistakes in Game Development,https://medium.com/@MaxKosyakoff/ux-mistakes-in-game-development-6f76b4b02f43,https://www.youtube.com/watch?v=O5BZKykMXzo  遊戲回饋研究
Max 用戶*數據*商業,UX/UI Case Study: Purpose-Driven Financial Investment Platform Design,https://medium.com/@theuxda/ux-ui-case-study-purpose-driven-financial-investment-platform-design-dfd5ca0b03e8,
MECH | 用戶流 x 商業流,A Case Study On Enhancing Customer Retention and Brand Loyalty with UI/UX Design,https://medium.com/@sherlypricilla18/a-case-study-on-enhancing-customer-retention-and-brand-loyalty-with-ui-ux-design-e7b900d24367,
Meow Mi ∣ 用戶流x商業流,Redesigning the French Book App Babelio following Nielsen’s Heuristics — UX Case Study,https://medium.com/@mathilde.leonardo/redesigning-the-french-book-app-babelio-following-nielsens-heuristics-ux-case-study-n-3-11c13738e067,https://youtu.be/7nw40XZLgUA
Miao| 用戶流 x 商業流,CRDB Case Study: Moving from Standard Digital Banking to a Future-Focused Brand in Africa,https://www.theuxda.com/blog/crdb-case-study-moving-standard-digital-banking-to-future-focused-brand-in-africa,
Miko Liu | 用戶流,Savory  Dashboard & Website Design (Case study),https://www.behance.net/gallery/207311011/Dashboard-Website-Design-E-commerce-(Case-Study)?tracking_source=search_projects|ui+case+study&l=72,
Min｜數據流 × 用戶流,Smart Kitchen Tracking: Simplifying Cooking and Food Waste Reduction — A UX Case Study,https://medium.com/@shisachhotray/smart-kitchen-tracking-simplifying-cooking-and-food-waste-reduction-a-ux-case-study-720b7db7a0b6,
Mio,Duolingo’s onboarding testing — what’s stuck?,https://uxdesign.cc/duolingos-onboarding-2-years-on-3cbccad139f7,https://youtu.be/jqGm5NpQhRg
Mo Ling  | 用戶流 x 數據流,「うれしさの循環を実現する東芝のデザイン　～社会インフラ領域のUXとUIデザイン～」,https://www.4gamer.net/games/999/G999905/20240827041/,https://youtu.be/Ytm6HOJXcqQ
Mori⭐｜用戶流 x 數據流,月活2億的小紅書產品設計全方位深度解析,https://www.uisdc.com/xiaohongshu-design,https://youtu.be/a3KTUyh9zxs
mumu | 用戶流,Simplifying Kiwi’s Onboarding Experience / Reimagining Kiwi’s Onboarding,"https://medium.com/@sendtosoham/simplifying-kiwis-onboarding-experience-6cbb030cd275
https://medium.com/@designwithroony/reimagining-kiwis-onboarding-0e6e390c9340",
Mumumu,Connect Through Cycling,https://medium.com/@ingole.ninad1/connect-through-cycling-8063e7da7217,
N平方 | 用戶流 x 數據流,rebank — digital bank app — ux/ui,https://www.behance.net/gallery/176160923/rebank-digital-bank-app-uxui?tracking_source=search_projects%7Cui+case+study&l=48,
Ney| 用戶流X商業流,iDrop- Grow fast in the learning curve for patients with diabetes,https://medium.com/@soniavidalgarcia/idrop-grow-fast-in-the-learning-curve-for-patients-with-diabetes-cd0b75366426,https://youtu.be/foXUzjQyKe0
